country,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,506,656,737,829,928,1060,1130,1180,1240,1360,1310,1420,1490,1500,1540,1610,1620,1770,1880,2020,2180,2440,2740,3040,3170,3440,3540,3870,4090,4150,4270,4910,4610,4870,4220,5090,4940,5040,4620,4550,4130,3560,3500,3560,3840,3990,4090,4280,4500,4720,4900,4870,4240,3540,3550,3990,4150,4180,4390,4250,4470,4760,5010,5100,5380,5470,5630,5540,5460,5510,5610,8580,8180,9330,8560,9080,9400,9680,10.3k,10.2k,10.3k,11.5k,11.8k,11.2k,12.2k,13.1k,13.7k,14k,13.6k,13.5k,14.3k,14.2k,15.1k,16.2k,18.2k,18.8k,18.3k,19.3k,20.3k,18k,16.5k,17.5k,16.6k,18.3k,18k,19.4k,21.9k,23k,24.2k,25.5k,25.5k,25.5k,26.1k,28.1k,27.7k,27.9k,28k,29.3k,31.3k,29.9k,31.5k,32.3k,34.5k,34.7k,36.4k,36k,37.6k,37.5k,36.6k,37.6k,34.8k,35k,34.3k,36k,35.3k,35.7k,35.9k,34.3k,36.1k,34.8k
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,25.7,29.3,136,161,235,235,2090,2090,2110,2340,7260,8330,8510,7800,7720,6050,6020,5740,7530,8060,8630,9830,9410,10.5k,9990,11.2k,11.6k,11.9k,13.2k,15.1k,15.7k,14.9k,15.3k,16.3k,20.6k,21.6k,20.1k,25.3k,32.1k,27.6k,29.5k,39.1k,43.7k,42.1k,40.5k,46.8k,53.3k,58.7k,61.2k,60.5k,64.6k,62.7k,63.7k,67.3k
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,656,724,1030,5360,6620,6990,7120,7230,7450,8820,9120,10.2k,9930,11.9k,12.4k,13.6k,15.6k,16.1k,16.8k,17.1k,18.2k,20.9k,20.2k,20.5k,19.5k,18.9k,20k,21.4k,23.2k,22.8k,24.3k,26.1k,28.2k,32k,34.3k,37.2k,40.1k,42.6k,46.9k,49.1k,53k,57.7k,60.4k,67.9k,67.5k,72.1k,77.2k,84.1k,83.7k,93.6k,93.9k,96.8k,99.5k,106k,107k,113k,118k,130k,135k,144k,156k,155k,155k,166k,168k,166k,171k,179k,185k,197k,212k,224k
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,25.7,517,554,719,715,634,711,634,763,928,993,997,1100,1190,1180,1240,1530,1660,1700,2020,2050,2200,2600,2800,3240,3020,3660,3610,3460,2840,3180,3110,3330,3280,3480,2870,2620,2740,3180,2920,2510,2750,3220,4230,3900,4300,2940,4580,5600,5890,5610,5720,6950,5810,6080,5720,6750,7370,7200,7320,8430,9080,9960,9780,11.4k,10.9k,10.9k,10.5k,10.4k,10.9k
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,7.33,7.33,7.33,7.33,11,47.7,66,47.7,40.3,40.3,40.3,40.3,88,161,246,238,99,213,279,352,429,799,1210,1510,1330,1510,1460,1570,1540,1890,1970,2010,1950,1980,2150,2450,2960,2980,3620,4790,4740,4690,5380,7090,5630,4500,4110,6670,6750,7170,7410,8810,8010,5860,5300,5250,6050,6580,6460,6270,5770,5910,6390,6640,4550,4780,5190,5520,6240,6130,6320,6680,7380,7220,8170,8640,9970,10.2k,12.3k,12k,13.3k,13.7k,14.5k,15.3k,17.8k,18.6k,18.2k,19.7k,21.4k,22k,22.4k,23.3k,22.4k,22.2k,24.1k,24k,23.6k,20.4k,20.6k,19.5k,21.8k,25.7k,25k,21.7k,21k,20.2k,20.3k,23.5k,23.1k,23.7k,24.2k,27.3k,27.6k,29.2k,30.1k,27k,27k,26.1k,31.6k,36.8k,28.3k,34.6k,40.7k,51.2k,57.2k,49k,54.2k,45.7k,50.2k,51.6k,56.4k,52.7k,55.6k
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,18.3,55,51.3,36.7,3.67,7.33,18.3,55,51.3,11,29.3,58.7,103,69.7,77,77,84.3,84.3,51.3,40.3,80.7,69.7,88,80.7,88,77,88,99,121,121,158,84.3,114,91.7,,,,14.7,114,198,216,319,3610,3560,4060,4040,5340,6620,6260,6740,7570,7230,8330,8720,10.3k,11.5k,12.8k,14k,16.1k,18.2k,22.2k,22.8k,24.8k,27.6k,26.4k,31.5k,30.5k,32.5k,35.1k,36.7k,37.4k,38.1k,36.9k,34.6k,34.9k,35.3k,30.9k,27.9k,29k,32.5k,37.5k,38.9k,41.4k,43.5k,48.3k,49k,54.2k,60k,61.3k,70.1k,68.3k,68.2k,72.4k,70.4k,70.2k,70.3k,72.8k,73.3k,66.6k,70.8k,77.4k,76.6k,83k,83.8k,88.5k,95.9k,102k,114k,119k,131k,135k
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,198,198,198,198,198,198,198,209,216,213,213,216,220,227,253,205,198,209,216,216,220,224,224,224,230,236
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,62.3,84.3,95.3,95.3,128,128,147,147,161,180,202,198,257,268,304,341,436,502,557,693,825,1270,1350,1590,1530,1570,1580,1680,1800,1830,1930,1950,2010,2050,2130,2060,2340,2200,2040,2160,2170,2190,2190,2180,2060,2190,2580,2860,2450,2670,3210,3490,3950,4490,4390,4310,6120,4800,5090,4660,5230,4980,5160,5780,7380,7440,7590,7840
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,444,451,462,458,572,521,378,502,473,568,590,455,381,502,590,678,744,924,759,748,829,909,1220,1280,1330,1220,1310,1210,1070,990,810,1030,1070,1130,1210,1370,1470,1590,1680,1970,2140,2280,2250,2390,2790,2950,3030,3050,3010,3200,3460,4130,4320,4780,5630,6320,6720,7710,7120,7490,7680,8810,10.1k,11.2k,12.4k,12.2k,13.3k,15.1k,15.6k,16.7k,19k,20.6k,22.4k,24.5k,24.1k,24.6k,23.2k,24.4k,26.5k,26.4k,26.3k,27.3k,30k,31.2k,32.6k,33.5k,33.7k,37.5k,40.5k,41.9k,45.4k,43.1k,45.4k,46.1k,49k,52.8k,55.1k,59.9k,62k,63.4k,67k,65.5k,68.5k,69.4k,74.9k,78.8k,87.3k,93.1k,95.6k,94.6k,99.7k,111k,116k,97.1k,94.8k,109k,121k,102k,2730,76.4k,75k,71.8k,52.6k,47.9k,48.1k,48.2k,60.7k,62.9k,72.8k,56.6k,54.9k,42k,43.2k,45.3k,46.2k,49.9k,56.4k,60k,51.9k,167k,165k,182k,198k,189k,59.5k,105k,91.6k,89k,106k,112k,122k,128k,139k,148k,154k,167k,179k,177k,190k,200k,207k,217k,231k,243k,247k,253k,259k,276k,294k,304k,313k,330k,336k,347k,375k,398k,418k,431k,442k,464k,409k,421k,421k,433k,445k,452k,464k,445k,423k,377k,375k,365k,365k,361k,363k,377k,368k,339k,329k,318k,315k,307k,320k,324k,323k,336k,336k,329k,316k,334k,333k,326k,322k,309k,313k,323k,337k,344k
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,73.3,73.3,1400,1780,781,997,891,1740,4790,7350,8970,11.3k,15.7k,19.9k,23.8k,26.4k,30.7k,32.9k,35.6k,44.3k,47.6k,52.4k,59.3k,64.1k,73.5k,108k,89.6k,97.4k,102k,108k,110k,114k,108k,110k,114k,114k,117k,125k,135k,144k,157k,176k,201k,213k,123k,117k,103k,94.9k,86.8k,81.3k,71.7k,65.2k,58.8k,64.2k,69.2k,71.7k,68.7k,70.2k,71.8k,75k,76.2k,63.5k,70.4k,53.6k,50.1k,36.2k,37.6k,27k,30.6k,24.6k,27.5k,28.6k,30.2k
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,36.7,521,726,532,1170,1150,671,642,708,880,891,1090,1140,1200,1110,1230,1270,1370,1570,1680,1740,1690,1510,1780,1700,1730,1820,2080,2150,2470,2390,2620,2520,2580,2520,2900,3160,3150,3200,3250,3150,3660,3860,3380,3090,2990,1660,1100,2160,2100,2150,2960,2680,3030,3120,3140,3630,4000,3970,4330,3920,3390,4000,4100,4380,4130,4940,4120,4760,3900,3780,3030,2940,3250,3340,3890,5550,5260,5530,5630,5400,5360,5940,5800,6470,7170,7790,7570,7990,8220,9090,9300,10k,11k,11.6k,11.8k,12.4k,13k,14.6k,15.2k,16.4k,18.3k,20k,20.7k,21.3k,22.3k,22.6k,22.6k,24.9k,26.8k,27k,29k,29.9k,28.8k,27.2k,30.2k,31.2k,32.6k,40.9k,45.7k,47.3k,51.6k,50.2k,50.9k,54.9k,52.2k,55.2k,59.7k,67.4k,66.2k,65.8k,69.7k,64.5k,67.3k,69.6k,64.9k,62.4k,60k,57.2k,53k,51.8k,50k,48.2k,48k,52.2k,50.4k,54.7k,51k
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3,47.7,103,121,183,191,198,213,242,304,304,363,392,411,433,550,513,488,590,521,744,634,714,868,952,837,1030,1150,1460,1330,1490,1380,1360,1410,1490,1550,1660,1880,2150,2230,2140,2110,2580,2920,3410,3940,3720,4130,4390,4380,3610,3700,3860,4030,4060,3780,3910,4040,4280,4540,5030,5200,5180,5180,5460,6060,7160,7180,7440
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,884,917,935,968,946,1040,865,1460,1370,1660,1350,1160,1280,2200,2740,2270,2320,2050,2090,2040,2250,2200,2440,2840,3010,3230,3190,3210
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,51.3,51.3,29.3,36.7,58.7,47.7,66,66,84.3,121,139,154,161,194,227,216,209,216,213,264,275,312,282,293,330,337,422,458,587,605,609,572,543,436,433,414,425,440,429,433,451,447,495,568,678,682,737,726,781,781,766,792,796,803,774,752,759,737,766,770,791,812
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,352,389,194,367,609,418,506,312,169,183,176,161,191,6140,6270,6290,6280,6690,7080,7170,7570,9150,10.8k,12.5k,10.5k,11k,10.4k,9920,10.5k,14.4k,13.1k,12.9k,12.3k,11.3k,12.3k,12.4k,13.3k,11.5k,11.9k,14.3k,11.8k,17.7k,27k,31k,30.7k,31.7k,32.2k,37.4k,32.3k,31.3k,34.6k,41.2k,40.7k,41.3k,42.7k,50.7k,63.2k,63k,64.3k,68.7k,72k,79.7k,93.3k,84.2k,106k,106k,102k,108k,106k
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,29.3,33,22,36.7,40.3,47.7,58.7,62.3,69.7,73.3,84.3,91.7,114,125,150,180,213,216,224,319,330,348,385,425,484,631,649,719,917,814,785,865,902,997,994,1080,1170,1350,1390,1100,1360,1540,1440,1620,1760,1940,2230,2520,2570,2860,3040,3020,2980,3010,3450,3620,3860,3950,4100,4170,4270,4250,4100,4170,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.67,3.67,3.67,7.33,11,11,14.7,14.7,18.3,22,25.7,25.7,36.7,40.3,40.3,44,44,47.7,47.7,47.7,47.7,47.7,47.7,51.3,224,407,473,451,484,528,631,645,807,1120,1050,1140,1040,1080,1120,1300,1710,1610,1240,1600,1590,1850,2190,2660,3600,4560,4390,4860,4820,5780,6020,7000,5790,5150,3000,2520,3190,4670,5490,5920,7150,8480,10k,11.7k,14.5k,16.1k,18.3k,20.5k,23.3k,25.9k,27.4k,27.3k,31.7k,31.6k,33.2k,28.5k,26.7k,25.2k,24k,22.6k,23.7k,22.1k,15.1k,18.9k,17.5k,16.4k,23.4k,23.1k,19.4k,22.5k,26.7k,30.7k,33.5k,36.8k,40.8k,46k,49.8k,50.7k,53.4k,55.8k,63.9k,69.5k,72.1k,78.7k,84.2k,92.1k,100k,112k,120k,126k,132k,145k,151k,162k,175k,178k,194k,196k,196k,198k,195k,200k,189k,194k,202k,212k,212k,214k,170k,140k,131k,123k,122k,127k,130k,123k,108k,90.8k,95.5k,100k,102k,105k,104k,103k,105k,107k,105k,87.7k,84.1k,89.8k,86.6k,77.2k,77.6k,77.8k,75.9k,75.1k,74.1k
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,13.7,9.12,11.4,,,,,,,,,,,,,,,,,70.7,,,,,214,,,301,319,422,536,483,506,568,543,1710,1970,1640,2220,2410,3250,3340,3140,3810,4380,5440,5550,7250,7440,8730,9200,9690,11k,11.2k,12.2k,12.5k,13.2k,13.8k,14.9k,16.9k,18.6k,19.7k,23.1k,23.5k,27k,27.5k,31.8k,35.6k,41.3k,46.8k,48.1k,46.4k,45.4k,50.5k,45.1k,51.4k,57.6k,58k,61.2k,60k,62.2k,70.5k,76.6k,69.1k,63.4k,67.6k,62.2k,24.8k,21.2k,19.3k,21k,25.6k,28.2k,33.6k,33.2k,48.1k,59.8k,66.4k,71.6k,97.3k,117k,132k,147k,178k,201k,231k,236k,249k,252k,303k,266k,183k,234k,219k,232k,260k,313k,333k,379k,423k,458k,490k,519k,567k,643k,704k,771k,823k,853k,888k,916k,961k,1.03M,1.1M,1.16M,1.23M,1.28M,1.32M,1.37M,1.45M,1.53M,1.61M,1.68M,1.75M,1.84M,1.91M,1.97M,2.04M,2.06M,2.14M,2.1M,2.14M,2.17M,2.19M,2.36M,2.36M,2.35M,2.42M,2.36M,2.53M,2.4M,1.96M,1.86M,1.64M,1.61M,1.58M,1.48M,1.46M,1.49M,1.47M,1.51M,1.5M,1.53M,1.53M,1.55M,1.61M,1.61M,1.64M,1.53M,1.61M,1.67M,1.68M,1.62M,1.62M,1.62M,1.62M,1.65M,1.71M
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,69.9,91.6,84.3,84.3,36.7,47.7,44,40.3,55,58.7,58.7,62.3,66,69.7,73.3,176,268,268,290,297,495,601,609,697,634,616,598,612,693,685,524,472,479,483,461,454,465,482,482,503,520,522,520,509,516,515,515,543,528,559,574,648,719,783,813,927,1050,1090,1120
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.33,25.7,205,1650,2150,1810,1900,1990,3260,8820,25.2k,37.8k,18k,18.4k,5140,0,0,477,1240,2120,1630,2100,3360,1860,2680,3570,6260,6940,7050,4220,6410,25.5k,29.1k,35.3k,45.3k,59.8k,70.3k,95.1k,98.8k,83.3k,102k,118k,115k,138k,169k,175k,158k,161k,156k,173k,205k,191k,202k,204k,186k,268k,285k,314k,308k,235k,258k,216k,207k,226k,297k,297k,326k,327k,395k,396k,432k,387k,433k,466k,518k,498k,564k,541k,602k,621k,632k,634k,622k
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3k,39.5k,38.4k,40.6k,47.5k,51k,53.7k,37.1k,41.2k,44.2k,47.3k,50.6k,55.3k,52.3k,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,722,759,832,818,928,898,1160,1290,1250,1250,1270,1360,1540,1700,2220,2420,2920,2850,3830,4450,4570,4930,4970,5210,3880,3440,3490,3150,3270,3430,3330,3500,3570,3200,3720,3890,3060,4430,3430,4770,4470,3990,2750,3790,3900,4030,4940,4290,4650,5060,5820,7420,8290,10.5k,10k,11k,12.9k,13.6k,14.2k,14.4k,14k,14.2k,15.1k,15.5k,19.4k,19.6k,20.5k,21.1k
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,388,828,813,813,861,923,1690,1720,700,0,491,1310,1350,1450,1550,1850,2580,1770,2240,2620,2890,3340,3280,3040,2610,3290,2650,2640,2430,2710,3660,3140,3380,3430,3540,3840,3430,3670,3180,3340,3610,3810,4180,4350,4810,4990,5540,4430,4830,4740,4350,7290,7830,7370,7870,8830,10.1k,10.4k,11.3k,11.7k
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730,2300,1800,1390,2090,2580,3400,3700,2530,673,3060,5420,7200,18.2k,16.6k,22.2k,21.2k,22k,24.5k,30k,28.3k,33.1k,36.1k,31.4k,26.8k,29.6k,34.8k,33.2k,33.3k,34.9k,32.5k,36k,41.7k,44.3k,45.1k,48.3k,50.9k,61.4k,41.9k,49.4k,58.1k,48.4k,49.9k,48.9k,49.5k,47.2k,31.1k,28.5k,30.4k,30.8k,19.9k,36.1k,58.6k,58.3k,46.8k,50k,56.1k,56.6k,61.5k,37.5k,40.6k,40.9k
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,,,,,,,,,,,,,7.33,3.67,3.67,3.67,3.67,3.67,3.67,7.33,7.33,7.33,7.33,7.33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11.1,11.2
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,3.67,11,11,11,11,11,11,14.7,14.7,14.7,18.3,25.7,25.7,33,36.7,36.7,40.3,47.7,55,66,66,58.7,62.3,80.7,62.3,110,103,136,121,143,143,150,154,161,158,161,147,147,143,143,139,143,143,143,143,154,154,158,158,161,161,161,165,180,180,180,187,183,183,194,194,191,169,173,178
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,95.3,180,169,125,183,180,389,209,235,715,290,326,370,304,282,301,253,363,1090,858,803,678,539,521,524,451,513,711,678,609,693,554,689,616,664,675,499,458,374,488,546,451,455,480,374,425,400,396,378,389,513,535,568,554,462,616,517,535,535,576,744,862,1030,1140,906,931,1040,1080
